username,job_titles,skills
aaditya-tomar-550828120,"[software developer,intern,software engineer]","[software development,android framework,core java,android,eclipse,git,github,github,android sdk,block-chain,c/c++ stl,back-end web development,java frameworks,web development,web applications,amazon web services (aws),spring framework,spring mvc,spring boot,spring,kibana,c++,java,mysql,data structures]"
aadityakarnam,"[production lead,filmmaker,associate producer,associate producer]","[writing,advertising,journalism,cinematography,adobe premiere pro,after effects,animation,video editing,video post-production,davinci resolve,communication]"
aadityamahajan,"[software developer in test,game qa,qa test engineer,engineer,software engineer]","[selenium,manual testing,mobile application testing,automation,software testing,test automation,git,windows,appium,core java,ruby,cucumber,api testing,sql,java,teamwork,public speaking]"
aadityasharma26,"[digital marketing manager (team leader),internship & digital marketing executive,ecommerce marketing manager,ecommerce growth manager,ecommerce marketing manager  (team leader),business development  & ecommerce executive(team leader)]","[youtube,digital marketing,branding,online marketing,search engine optimization (seo),search engine marketing (sem),social media optimization (smo),display advertising,analytical skills,marketing management,user experience (ux),digital media,google webmaster tools,google analytics,marketing campaigns,campaigns,business insights,socail media marketing,research,business strategy]"
aadrika-v-050714153,"[pl/sql developer,software engineer intern,analytics consultant,senior software engineer]","[analytics,agile,performance tuning,pl/sql,dbms,statistics,r (programming language),machine learning,sql,python,data analysis]"
aadya-g,"[marketing and business development intern,industrial trainee,industrial trainee,lead - employer branding,associate marketing manager - brand,marketing analyst - brand]","[corporate branding,employer branding,social media marketing,brand management,creative writing,marketing strategy,digital marketing,e-commerce,brand awareness,branding & identity,brand development,program management,email marketing,product marketing,product launch,student leadership,b2b branding,marketing analytics,brand strategy,product strategy,eloqua,web community management,online community moderation,linkedin campaign manager,linkedin marketing solutions,human resources (hr),recruiting,talent management,linkedin,branding,b2b marketing strategy,content marketing,talent branding,recruitment marketing,corporate communications,corporate events,social media communications,marketing communications,integrated marketing,c,management,microsoft word,microsoft excel,team management,microsoft office]"
aafrin-anjum-338aa4164,"[software developer,software engineer,software developer]","[react.js,asp.net,c#,c,cascading style sheets (css),jquery,microsoft sql server,c++,sql,html,java,javascript]"
aagneygaurav07,[trading],"[equity trading,mathematics education,mathematics,middle school,teaching,parent communication,teamwork,communication,data analysis]"
aagni,"[manager of operations,launch & supply operation executive,operations expert,sales advisor,fleet operation lead,team lead]","[sales operations,cost management,operations,problem solving,customer satisfaction,strategic planning,training,logistics management,automotive,business administration,customer experience,marketing strategy,people management,google docs,facility management (fm),customer relationship management (crm),public relations,operations management,presentations,negotiation,decision-making,time management,creative problem solving,google analytics,product launch,productivity improvement,government proposals,sales,teamwork,marketing,leadership,management,data analysis,microsoft word,microsoft excel,team leadership,team management,customer service,microsoft office,business strategy,project management,business development,microsoft powerpoint]"
aagosh-aggarwal-78a9b045,"[software engineer,senior software engineer]","[programming,algorithms,machine learning,data science,golang,microservices,event driven programming,c++,html,java,python,data structures,microsoft office]"
aahana-kashyap-9557ba214,[recruitment associate],"[finance,presentations,business administration,analytical skills,strategy,design,sales,marketing,leadership,management,communication,customer service,project management]"
aahel-guha-a46bab14a,"[software engineer ii,software engineer internship,software engineer intern,software engineer ii,software engineer]","[go,docker,kubernetes,web applications,mongodb,databases,rest apis,mysql,javascript]"
aahna-sharma-6251a2122,"[product designer,visual and user experience designer,visual designer,web designer,business development manager]","[figma (software),user experience design (ued),creative problem solving,brand development,interaction design,user-centered design,user interface design,design,project planning,logo design,product design,graphic design,responsive web design,mobile applications,rapid prototyping,sketching,design research,human computer interaction,wireframing,storyboarding,adobe illustrator,invision,adobe creative suite,notion productivity software,adobe after effects,canva,adobe indesign,adobe xd,collaborative problem solving,design thinking,strategic thinking,brand design,principle,pen and paper,sketch app,adobe muse,tilda,martial arts,table tennis,empathy,fast learner,team coordination,agile methodologies,research,management,communication,public speaking,team leadership,microsoft office,project management]"
aakaash-i-p-89170613b,"[deputy manager- planning,project manager,transformation head ]","[microsoft project,autocad,project planning,engineering,primavera p6,construction management,cost management,time management,labor control,microsoft excel,team management,microsoft office,project management]"
